Rank,Title,Genre,Year,Metascore,Mean Lead Roles Exp.,Revenue^{1/3},Votes^{1/3},ln(Runtime),ln(Director Exp),Rating^2,Action,Adventure,Sci-Fi,Thriller,Comedy,Drama,Romance,Crime
151,The BFG,"Adventure,Family,Fantasy",2016,0.37838883865382744,-1.6148713827650543,0.08700680079064611,-0.792845878990538,0.20886614569456943,2.2722325240907764,-0.5451875858160063,0,1,0,0,0,0,0,0
152,The Hunger Games,"Adventure,Sci-Fi,Thriller",2012,0.49638863669900385,-0.9161683024063103,2.1070581424635835,2.0668309014740944,1.4514684060067762,-0.41695275143682026,0.40106221625165644,0,1,1,1,0,0,0,0
153,White Girl,Drama,2016,0.3193889396312392,-1.190658798261531,-1.7232780116975768,-1.9098314762836452,-1.6188309469519884,-1.7023857306291776,-1.1818188864718244,0,0,0,0,0,1,0,0
154,Sicario,"Action,Crime,Drama",2015,1.322387223015239,-0.23618048312860415,-0.0296079720371219,0.5704954756235485,0.4245718154928289,0.5554397592934142,0.9159334320825904,1,0,0,0,0,1,0,1
156,Aliens vs Predator - Requiem,"Action,Horror,Sci-Fi",2007,-1.8046074251819366,-1.2405661611442986,-0.10543576197926811,-0.3094973586047327,-1.1956024511902696,-1.1335725758698958,-2.1863395862771102,1,0,1,0,0,0,0,0
157,Pacific Rim,"Action,Adventure,Sci-Fi",2013,0.260389040608651,-0.8163535766407753,0.5665605215109832,1.1771313858909984,0.9340964743617057,0.5554397592934142,0.15406318703546468,1,1,1,0,0,0,0,0
158,"Crazy, Stupid, Love.","Comedy,Drama,Romance",2011,0.49638863669900385,0.7744436152474361,0.40653435742248656,1.1645492354246616,0.26347617245303195,-0.41695275143682026,0.6550189646006985,0,0,0,0,1,1,1,0
159,Scott Pilgrim vs. the World,"Action,Comedy,Fantasy",2010,0.5553885357215921,-0.32975678853379303,-0.2807231092456037,0.7789455886365364,-0.07138098816009314,0.055072659811062526,0.784606483450038,1,0,0,0,1,0,0,0
160,Hot Fuzz,"Action,Comedy,Mystery",2007,1.2633873239926507,0.8118741374095116,-0.44255305449738874,1.0851045138473032,0.4245718154928289,0.055072659811062526,1.3203508566795241,1,0,0,0,1,0,0,0
162,Free Fire,"Action,Comedy,Crime",2016,0.20138914158606278,-0.4794788771820953,-1.3691559916614042,-1.7583148397634862,-1.474630734359638,0.24239929083129033,0.15406318703546468,1,0,0,0,1,0,0,1
163,X-Men: Days of Future Past,"Action,Adventure,Sci-Fi",2014,0.8503880308345332,1.3171861865975318,1.403223090442006,1.6249019261495605,0.9828924465001496,0.6891471559868676,1.4586355244449267,1,1,1,0,0,0,0,0
164,Jack Reacher: Never Go Back,"Action,Adventure,Crime",2016,-0.7426092427753488,-0.12388891664237744,0.12400939880191926,-0.4873432211123185,0.26347617245303195,1.0274651705412963,-0.8713306701683731,1,1,0,0,0,0,0,1
165,Casino Royale,"Action,Adventure,Thriller",2006,1.2043874249700626,0.6434367876801717,1.0363045322330795,1.4671573509668934,1.541213077507476,0.9235016269696846,1.4586355244449267,1,1,0,1,0,0,0,0
166,Twilight,"Drama,Fantasy,Romance",2008,-0.21161015157205476,-0.4919557179027875,1.1801069438331642,1.0439165836877464,0.47738396064428645,0.24239929083129033,-1.7558307149319876,0,0,0,0,0,1,1,0
167,Now You See Me 2,"Action,Adventure,Comedy",2016,-0.801609141797937,1.204894620111305,0.2033903387773949,0.1124443551534652,0.835376997764085,0.24239929083129033,-0.4329943647987933,1,1,0,0,1,0,0,0
168,Woman in Gold,"Biography,Drama,History",2015,-0.5066096466849959,1.466908275245834,-0.24725208039590008,-0.9501825690354548,-0.2455990947139204,-1.1335725758698958,0.5271708755345708,0,0,0,0,0,1,0,0
169,13 Hours,"Action,Drama,History",2016,-0.6836093437527605,-0.9411219838476939,0.052400697985024815,-0.49826145506841324,1.541213077507476,1.0274651705412963,0.5271708755345708,1,0,0,0,0,1,0,0
170,Spectre,"Action,Adventure,Thriller",2015,0.024389444518298106,0.4937146990318694,1.2278922645917236,0.8489585131163524,1.7170224151701172,0.24239929083129033,-0.0859781230478768,1,1,0,1,0,0,0,0
171,Nightcrawler,"Crime,Drama,Thriller",2014,0.9683878288797096,0.40013839362668047,-0.2660401800203748,0.938789657016742,0.26347617245303195,-1.7023857306291776,1.3203508566795241,0,0,0,1,0,1,0,1
172,Kubo and the Two Strings,"Animation,Adventure,Family",2016,1.4403870210604155,0.699582570923285,-0.013352863839757737,-0.5401849615604555,-0.7347226118427373,-1.7023857306291776,1.3203508566795241,0,1,0,0,0,0,0,0
174,Her,"Drama,Romance,Sci-Fi",2013,1.7943864151959448,-0.21746522204756635,-0.39966673083847,1.1439309367515722,0.6843902806645329,1.1242529140526953,1.4586355244449267,0,0,1,0,0,1,1,0
175,Frozen,"Animation,Adventure,Comedy",2013,0.8503880308345332,-0.6666314879924732,2.0822465464417323,1.3397110598403945,-0.671503978173847,-0.41695275143682026,0.784606483450038,0,1,0,0,1,0,0,0
176,Tomorrowland,"Action,Adventure,Family",2015,0.024389444518298106,-0.10517365556133966,0.49274920884522583,0.026709254479425362,0.8849265830824906,0.055072659811062526,-0.4329943647987933,1,1,0,0,0,0,0,0
177,Dawn of the Planet of the Apes,"Action,Adventure,Drama",2014,1.1453875259474744,0.5498604822749827,1.2735270691342344,0.9584681672454614,0.8849265830824906,-0.1611800651396621,0.9159334320825904,1,1,0,0,0,1,0,0
178,Tropic Thunder,"Action,Comedy",2008,0.6733883337667685,1.635345624975174,0.6385414664308529,0.8971479127897867,-0.3644291465161256,0.055072659811062526,0.15406318703546468,1,0,0,0,1,0,0,0
179,The Conjuring 2,"Horror,Mystery,Thriller",2016,0.3193889396312392,-0.18003469988549078,0.572291364454506,-0.012235237777365024,1.0793850830915885,0.5554397592934142,0.6550189646006985,0,0,0,1,0,0,0,0
180,Ant Man,"Action,Adventure,Comedy",2015,0.260389040608651,0.41885365470771824,1.1154748597750466,1.0700794516294052,0.20886614569456943,0.055072659811062526,0.5271708755345708,1,1,0,0,1,0,0,0
181,Bridget Jones's Baby,"Comedy,Romance",2016,-0.034610454504290115,-0.4919557179027875,-0.43195359790350096,-0.899840646390847,0.26347617245303195,-0.41695275143682026,-0.2033896334147279,0,0,0,0,1,0,1,0
182,The VVitch: A New-England Folktale,"Horror,Mystery",2015,1.381387122037827,-0.6292009658303975,-0.4087623803857574,-0.27481717553236373,-1.3336000152441327,-1.7023857306291776,-0.0859781230478768,0,0,0,0,0,0,0,0
183,Cinderella,"Drama,Family,Fantasy",2015,0.4373887376764157,-0.5418630807855545,1.2337818786639716,-0.1554050063408883,-0.4855014065750636,1.1242529140526953,0.15406318703546468,0,0,0,0,0,1,0,0
185,Forushande,"Drama,Thriller",2016,1.4993869200830037,-1.7396397899719727,-1.208109282147217,-1.2691183945252746,0.5817218597528382,0.055072659811062526,1.4586355244449267,0,0,0,1,0,1,0,0
187,Billy Lynn's Long Halftime Walk,"Drama,War",2016,-0.38860984863981946,-1.5649640198822867,-1.3794129984646921,-1.5552865922341144,-0.014343817818798938,1.1242529140526953,-0.6556413770500084,0,0,0,0,0,1,0,0
188,Crimson Peak,"Drama,Fantasy,Horror",2015,0.37838883865382744,-0.46076361610105754,-0.28881850831182965,-0.31088359034938706,0.3176253496107333,0.5554397592934142,-0.31906171399836736,0,0,0,0,0,1,0,0
189,Drive,"Crime,Drama",2011,1.086387626924886,-0.10517365556133966,-0.21637395831589698,1.368749401077676,-0.7985702969717113,0.6891471559868676,1.1838056186973331,0,0,0,0,0,1,0,1
190,Trainwreck,"Comedy,Drama,Romance",2015,0.9093879298571214,-0.12388891664237744,0.6352083187995311,-0.23771493874371014,0.633261409240836,-0.1611800651396621,-0.6556413770500084,0,0,0,0,1,1,1,0
191,The Light Between oceans,"Drama,Romance",2016,0.024389444518298106,-0.31104152745275526,-0.7489688937863975,-1.1640081151099915,1.0313201436413102,-0.7299932198989435,0.40106221625165644,0,0,0,0,0,1,1,0
193,Spotlight,"Crime,Drama,History",2015,1.9713861122637093,1.4107624920027206,-0.05714799210938317,0.6819044498824174,0.7854418086828499,-0.1611800651396621,1.5986596219935423,0,0,0,0,0,1,0,1
194,Morgan,"Horror,Sci-Fi,Thriller",2016,-0.6836093437527605,-1.359096147990871,-1.1679053653793057,-1.275503384953026,-1.3336000152441327,-1.7023857306291776,-1.1818188864718244,0,0,1,1,0,0,0,0
195,Warrior,"Action,Drama,Sport",2011,0.6733883337667685,1.036457270381965,-0.7112722131991246,1.0235943055272396,1.360450718052454,0.055072659811062526,1.7404231493253701,1,0,0,0,0,1,0,0
196,Captain America: The First Avenger,"Action,Adventure,Sci-Fi",2011,0.37838883865382744,-0.21746522204756635,1.0945411456588048,1.6117457434200175,0.5817218597528382,0.6891471559868676,0.03317281710218842,1,1,1,0,0,0,0,0
198,Into the Wild,"Adventure,Biography,Drama",2007,0.791388131811945,1.1487488368681917,-0.5723840009176764,1.3621259654503333,1.7170224151701172,-0.1611800651396621,1.5986596219935423,0,1,0,0,0,1,0,0
199,The Imitation Game,"Biography,Drama,Thriller",2014,0.791388131811945,-0.14260417772341524,0.47169862232507076,1.5711835201232829,0.04219081585673559,-0.1611800651396621,1.5986596219935423,0,0,0,1,0,1,0,0
200,Central Intelligence,"Action,Comedy,Crime",2016,-0.44760974766240763,-0.12388891664237744,0.7697449642042726,-0.3140337444956658,-0.3644291465161256,-0.41695275143682026,-0.6556413770500084,1,0,0,0,1,0,0,1
201,Edge of Tomorrow,"Action,Adventure,Sci-Fi",2014,0.6733883337667685,1.541769319569985,0.5527724455847973,1.3994302153724867,-0.014343817818798938,0.5554397592934142,1.3203508566795241,1,1,1,0,0,0,0,0
202,A Cure for Wellness,"Drama,Fantasy,Horror",2016,-0.7426092427753488,-0.7227772712355864,-0.9252070459278267,-1.5468102671259996,1.6297198519437748,0.6891471559868676,-0.4329943647987933,0,0,0,0,0,1,0,0
203,Snowden,"Biography,Drama,Thriller",2016,-0.09361035352687833,-0.7913998951993918,-0.49267887949487,-0.46970832419478575,1.0793850830915885,1.8958941376999188,0.5271708755345708,0,0,0,1,0,1,0,0
204,Iron Man,"Action,Adventure,Sci-Fi",2008,1.1453875259474744,2.3465255460546097,1.7767898934121287,2.071474989588006,0.6843902806645329,0.4076330896196196,1.3203508566795241,1,1,1,0,0,0,0,0
205,Allegiant,"Action,Adventure,Mystery",2016,-1.568607829091584,-1.4651492941167519,0.21454474687891223,-0.5637972559654307,0.37132139026787947,0.24239929083129033,-1.2818360990065498,1,1,0,0,0,0,0,0
206,X: First Class,"Action,Adventure,Sci-Fi",2011,0.3193889396312392,0.7370130930853606,0.9037539434585757,1.6188086223069866,0.9828924465001496,-0.1611800651396621,1.1838056186973331,1,1,1,0,0,0,0,0
207,Raw II,"Drama,Horror",2016,1.2633873239926507,-1.9392692415030424,-1.6032146496902917,-1.8388071153331493,-0.8630596781273681,-1.7023857306291776,0.784606483450038,0,0,0,0,0,1,0,0
208,Paterson,"Comedy,Drama,Romance",2016,1.7943864151959448,-1.1345130150184177,-1.328667369760102,-1.1899114244432727,0.26347617245303195,1.2147918015615244,0.784606483450038,0,0,0,0,1,1,1,0
209,Bridesmaids,"Comedy,Romance",2011,0.9093879298571214,0.7931588763284739,1.04900794913853,0.49855480858518686,0.633261409240836,0.055072659811062526,-0.0859781230478768,0,0,0,0,1,0,1,0
211,San Andreas,"Action,Adventure,Drama",2015,-0.9786088388657016,0.032071592366270385,0.9616133374492112,0.14191660292646935,0.04219081585673559,-0.41695275143682026,-0.8713306701683731,1,1,0,0,0,1,0,0
212,Spring Breakers,Drama,2012,0.20138914158606278,-1.0409367096132287,-0.6960671629363403,-0.17598840143663572,-1.1956024511902696,0.6891471559868676,-1.6645106513133257,0,0,0,0,0,1,0,0
213,Transformers,"Action,Adventure,Sci-Fi",2007,0.08338934354088633,-0.46076361610105754,1.7786330201414557,1.5677970676651924,1.541213077507476,1.0274651705412963,0.2766929867519538,1,1,1,0,0,0,0,0
215,Thor: The Dark World,"Action,Adventure,Fantasy",2013,-0.3296099496172312,-0.4919557179027875,1.2619015067045478,1.314280267254698,-0.07138098816009314,-0.41695275143682026,0.15406318703546468,1,1,0,0,0,0,0,0
216,Gods of Egypt,"Action,Adventure,Fantasy",2016,-2.0406070212722898,-0.5356246604252086,-0.2873067556376468,-0.5320971549778961,0.6843902806645329,0.055072659811062526,-1.476652234726363,1,1,0,0,0,0,0,0
217,Captain America: The Winter Soldier,"Action,Adventure,Sci-Fi",2014,0.6143884347441803,0.032071592366270385,1.5260081028210424,1.5983056641379403,1.1744481464536762,-0.41695275143682026,1.1838056186973331,1,1,1,0,0,0,0,0
218,Monster Trucks,"Action,Adventure,Comedy",2016,-1.096608636910878,-0.2923262663717175,-0.25213922691699203,-1.7535159573853476,-0.5469051231300567,-0.41695275143682026,-1.2818360990065498,1,1,0,0,1,0,0,0
220,Kick-Ass,"Action,Comedy",2010,0.37838883865382744,0.699582570923285,-0.013069994532927077,1.3544246244169083,0.20886614569456943,-0.1611800651396621,1.0489998104983562,1,0,0,0,1,0,0,0
221,Hardcore Henry,"Action,Adventure,Sci-Fi",2015,-0.5066096466849959,-0.161319438804453,-0.8746861295676094,-0.6672551303100948,-1.0605103159446678,-1.7023857306291776,-0.2033896334147279,1,1,1,0,0,0,0,0
222,Cars,"Animation,Adventure,Comedy",2006,0.791388131811945,0.9990267482198895,1.4524342962235328,0.7459985861668801,0.20886614569456943,0.6891471559868676,0.2766929867519538,0,1,0,0,1,0,0,0
223,It Follows,"Horror,Mystery",2014,1.381387122037827,-1.4901029755581356,-0.6786965496961663,-0.01765898104755687,-0.7985702969717113,-1.1335725758698958,0.03317281710218842,0,0,0,0,0,0,0,0
224,The Girl with the Dragon Tattoo,"Crime,Drama,Mystery",2011,0.6733883337667685,-0.46700203646140337,0.5728033540632365,0.9978380577456476,2.1365600052140756,0.6891471559868676,1.1838056186973331,0,0,0,0,0,1,0,1
225,We're the Millers,"Comedy,Crime",2013,-0.9196089398431134,0.23170104389734042,0.9301579987904373,0.9476912915895048,-0.1869992407394412,-0.41695275143682026,0.15406318703546468,0,0,0,0,1,0,0,1
226,American Honey,Drama,2016,1.1453875259474744,-1.2655198425856822,-1.5630156263877013,-1.3333320858616193,2.336471482721523,0.24239929083129033,0.15406318703546468,0,0,0,0,0,1,0,0
227,The Lobster,"Comedy,Drama,Romance",2015,1.322387223015239,0.15683999957318928,-0.8980656667411698,-0.12363693667125696,0.3176253496107333,-0.1611800651396621,0.2766929867519538,0,0,0,0,1,1,1,0
228,Predators,"Action,Adventure,Sci-Fi",2010,-0.5066096466849959,0.8804967613733161,0.04145844160828555,0.24716506463896387,-0.3644291465161256,-0.1611800651396621,-0.5451875858160063,1,1,1,0,0,0,0,0
229,Maleficent,"Action,Adventure,Family",2014,-0.21161015157205476,-0.21746522204756635,1.4397552022832718,0.6844644327143231,-0.9940160482195343,-1.7023857306291776,0.15406318703546468,1,1,0,0,0,0,0,0
231,Pan's Labyrinth,"Drama,Fantasy,War",2006,2.2663856073766504,-1.4651492941167519,-0.17258332732459053,1.4779275394344729,0.26347617245303195,0.5554397592934142,1.7404231493253701,0,0,0,0,0,1,0,0
233,Apocalypto,"Action,Adventure,Drama",2006,0.49638863669900385,-1.5150566569995192,0.026053220620925147,0.5919430260460767,1.3144531059293265,-0.1611800651396621,1.1838056186973331,1,1,0,0,0,1,0,0
234,Mission: Impossible - Rogue Nation,"Action,Adventure,Thriller",2015,0.9093879298571214,0.32527734930252933,1.19995679009747,0.6347206186357561,0.9340964743617057,-0.7299932198989435,0.6550189646006985,1,1,0,1,0,0,0,0
235,The Huntsman: Winter's War,"Action,Adventure,Drama",2016,-1.4506080310464073,0.19427052173526485,-0.014343525376647046,-0.6037399256556726,0.04219081585673559,-0.7299932198989435,-0.8713306701683731,1,1,0,0,0,1,0,0
236,The Perks of Being a Wallflower,"Drama,Romance",2012,0.4373887376764157,-0.0677431333992641,-0.5889548886235658,1.0991907592324779,-0.671503978173847,-1.7023857306291776,1.4586355244449267,0,0,0,0,0,1,1,0
237,Jackie,"Biography,Drama,History",2016,1.2633873239926507,-0.017835770516496593,-0.7012049417890354,-0.9240499290308829,-0.7985702969717113,0.055072659811062526,-0.0859781230478768,0,0,0,0,0,1,0,0
238,The Disappointments Room,"Drama,Horror,Thriller",2016,-1.6866076271367603,-0.7227772712355864,-1.2994780496727278,-1.871191485218849,-1.8413956654134378,0.5554397592934142,-2.7847034317022503,0,0,0,1,0,1,0,0
239,The Grand Budapest Hotel,"Adventure,Comedy,Drama",2014,1.6763866171507682,0.4313304954284099,0.13229601049481998,1.5671661305044693,-0.8630596781273681,0.6891471559868676,1.5986596219935423,0,1,0,0,1,1,0,0
240,The Host,"Action,Adventure,Romance",2013,-1.4506080310464073,-0.7040620101545487,-0.37714575393864597,-0.3159854481346949,0.633261409240836,0.055072659811062526,-1.0800622441538863,1,1,0,0,0,0,1,0
241,Fury,"Action,Drama,War",2014,0.260389040608651,0.7182978320043227,0.42074760937375216,0.9378863214126633,1.0793850830915885,0.055072659811062526,0.9159334320825904,1,0,0,0,0,1,0,0
242,Inside Out,"Animation,Adventure,Comedy",2015,2.0303860112862977,0.2504163049783782,1.9239898166452793,1.229730084536615,-1.127700871382861,-0.41695275143682026,1.7404231493253701,0,1,0,0,1,0,0,0
243,Rock Dog,"Animation,Adventure,Comedy",2016,-0.6836093437527605,1.6540608860562118,-0.8679344340006735,-2.227337127832342,-1.474630734359638,-0.41695275143682026,-1.1818188864718244,0,1,0,0,1,0,0,0
244,Terminator Genisys,"Action,Adventure,Sci-Fi",2015,-1.2736083339786428,-0.2673725849303341,0.45880451073118156,0.38654615139062853,0.6843902806645329,-0.41695275143682026,-0.4329943647987933,1,1,1,0,0,0,0,0
245,Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Family,Fantasy",2010,-0.7426092427753488,-0.9411219838476939,0.4497273700763918,0.06469250117061724,0.26347617245303195,1.2147918015615244,-1.0800622441538863,0,1,0,0,0,0,0,0
246,Les Misérables,"Drama,Musical,Romance",2012,0.20138914158606278,-0.09269681484064772,0.9196127311462685,0.634517039973979,2.1365600052140756,0.6891471559868676,0.9159334320825904,0,0,0,0,0,1,1,0
247,Children of Men,"Drama,Sci-Fi,Thriller",2006,1.4403870210604155,0.6808673098422472,-0.21219570451148256,1.1182157191915276,-0.2455990947139204,0.4076330896196196,1.3203508566795241,0,0,1,1,0,1,0,0
248,20th Century Women,"Comedy,Drama",2016,1.381387122037827,0.2504163049783782,-1.0520080696817244,-1.4670378034304765,0.3176253496107333,-0.41695275143682026,0.6550189646006985,0,0,0,0,1,1,0,0
249,Spy,"Action,Comedy,Crime",2015,0.9093879298571214,0.7557283541663983,0.6417853757321305,0.2946455867949324,0.3176253496107333,0.055072659811062526,0.2766929867519538,1,0,0,0,1,0,0,1
250,The Intouchables,"Biography,Comedy,Drama",2011,-0.15261025254946656,-0.5169093993441709,-0.72683042362601,1.6399284995158643,-0.07138098816009314,-0.41695275143682026,2.3248715564848093,0,0,0,0,1,1,0,0
251,Bonjour Anne,"Comedy,Drama,Romance",2016,-0.565609545707584,0.41885365470771824,-1.667669728420884,-2.4812500712643812,-1.3336000152441327,-1.1335725758698958,-2.0193543270886987,0,0,0,0,1,1,1,0
252,Kynodontas,"Drama,Thriller",2009,0.791388131811945,-1.7334013696116266,-1.782516299751627,-0.7916331160967817,-1.1956024511902696,-0.1611800651396621,0.5271708755345708,0,0,0,1,0,1,0,0
253,Straight Outta Compton,"Biography,Drama,History",2015,0.7323882327893567,-1.8644081971788913,0.9990057837071994,0.005346661028969438,1.6735196084491075,0.5554397592934142,1.3203508566795241,0,0,0,0,0,1,0,0
254,The Amazing Spider-Man 2,"Action,Adventure,Sci-Fi",2014,-0.38860984863981946,0.7182978320043227,1.2430100075310995,0.974668136329699,1.4514684060067762,-0.41695275143682026,-0.2033896334147279,1,1,1,0,0,0,0,0
255,The Conjuring,"Horror,Mystery,Thriller",2013,0.49638863669900385,0.9803114871388517,0.841781716941567,0.9306700337526579,-0.07138098816009314,0.5554397592934142,0.784606483450038,0,0,0,1,0,0,0,0
256,The Hangover,Comedy,2009,0.791388131811945,0.08197895524903816,1.6048661838011336,1.7772586143025055,-0.7985702969717113,0.6891471559868676,1.1838056186973331,0,0,0,0,1,0,0,0
257,Battleship,"Action,Adventure,Sci-Fi",2012,-1.096608636910878,-1.2405661611442986,0.20500707196884885,0.41198603110081644,0.9340964743617057,0.6891471559868676,-1.1818188864718244,1,1,1,0,0,0,0,0
258,Rise of the Planet of the Apes,"Action,Drama,Sci-Fi",2011,0.49638863669900385,0.8493046595715872,1.0951346486481972,1.2476316216430943,-0.4855014065750636,-0.7299932198989435,0.9159334320825904,1,0,1,0,0,1,0,0
259,Lights Out,Horror,2016,-0.09361035352687833,-1.3653345683512168,0.22864595915377728,-0.5709671059954392,-2.1506911717475594,-1.1335725758698958,-0.5451875858160063,0,0,0,0,0,0,0,0
260,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,"Drama,Thriller",2016,0.9683878288797096,-0.5418630807855545,-1.3143244219016896,-2.314742948365466,0.26347617245303195,-0.41695275143682026,0.2766929867519538,0,0,0,1,0,1,0,0
261,Birdman or (The Unexpected Virtue of Ignorance),"Comedy,Drama,Romance",2014,1.6763866171507682,-0.3172799478131011,-0.09709294052435241,1.3041397091722438,0.3176253496107333,0.5554397592934142,1.1838056186973331,0,0,0,0,1,1,1,0
262,Black Swan,"Drama,Thriller",2010,1.1453875259474744,-0.2673725849303341,0.6100662008269802,1.7013137348257634,-0.3047390471200417,0.055072659811062526,1.4586355244449267,0,0,0,1,0,1,0,0
263,Dear White People,"Comedy,Drama",2014,1.1453875259474744,-1.6148713827650543,-1.1324518236400856,-1.2844698157129233,-0.3047390471200417,-1.7023857306291776,-0.7643557385007963,0,0,0,0,1,1,0,0
264,Nymphomaniac: Vol. I,Drama,2013,0.260389040608651,0.868019920652625,-1.532867238492527,-0.37065581721174784,0.20886614569456943,1.6615396667171016,0.15406318703546468,0,0,0,0,0,1,0,0
265,Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy",2016,-1.1556085359334662,0.19427052173526485,-1.5945985322179195,-0.6880798583643181,-0.07138098816009314,-1.1335725758698958,-0.9765661720527359,1,1,0,0,1,0,0,0
266,Knock Knock,"Drama,Horror,Thriller",2015,-0.38860984863981946,-0.4981941382631331,-1.876938882206096,-0.7596337933117773,-0.8630596781273681,-0.1611800651396621,-2.0193543270886987,0,0,0,1,0,1,0,0
267,Dirty Grandpa,Comedy,2016,-2.453606314430407,1.036457270381965,-0.2078634523073913,-0.5162042455179146,-0.671503978173847,-1.1335725758698958,-0.9765661720527359,0,0,0,0,1,0,0,0
268,Cloud Atlas,"Drama,Sci-Fi",2012,-0.270610050594643,1.4481930141647963,-0.36714403749437474,0.8080181488193009,2.6813291223916025,0.811212445590572,0.784606483450038,0,0,1,0,0,1,0,0
269,X-Men Origins: Wolverine,"Action,Adventure,Sci-Fi",2009,-1.1556085359334662,1.4294777530837586,1.1136578608254237,1.1369324621937176,-0.3644291465161256,-0.1611800651396621,-0.2033896334147279,1,1,1,0,0,0,0,0
271,Skyfall,"Action,Adventure,Thriller",2012,1.2633873239926507,0.6060062655180961,1.7200720126021578,1.6117939215609265,1.4964976393147607,0.24239929083129033,1.1838056186973331,1,1,0,1,0,0,0,0
272,The Hobbit: An Unexpected Journey,"Adventure,Fantasy",2012,-0.09361035352687833,-0.14260417772341524,1.7144465349644937,1.914970594685332,2.568423463136698,1.1242529140526953,1.3203508566795241,0,1,0,0,0,0,0,0
273,21 Jump Street,"Action,Comedy,Crime",2012,0.5553885357215921,-0.11765049628203188,0.8492025575827035,1.2784387842768905,-0.1869992407394412,-0.41695275143682026,0.40106221625165644,1,0,0,0,1,0,0,1
274,Sing Street,"Comedy,Drama,Music",2016,1.1453875259474744,-1.097082492856342,-1.2224007556301064,-0.7761409594583052,-0.42467972452665154,-0.41695275143682026,1.4586355244449267,0,0,0,0,1,1,0,0
276,Oblivion,"Action,Adventure,Mystery",2013,-0.3296099496172312,1.1487488368681917,0.45216687931609645,1.2085453194245213,0.5817218597528382,-1.1335725758698958,0.15406318703546468,1,1,0,0,0,0,0,0
277,22 Jump Street,"Action,Comedy,Crime",2014,0.6733883337667685,-0.11765049628203188,1.1810630682110848,0.7321013103784297,-0.07138098816009314,-0.41695275143682026,0.2766929867519538,1,0,0,0,1,0,0,1
278,Zodiac,"Crime,Drama,History",2007,1.086387626924886,0.506191539752561,-0.25195774763631407,0.9283371756531656,2.095819300646434,0.6891471559868676,1.0489998104983562,0,0,0,0,0,1,0,1
279,Everybody Wants Some!!,Comedy,2016,1.381387122037827,-1.78954715285474,-1.210596122677353,-1.0042359955838716,0.20886614569456943,1.4558746588380362,0.15406318703546468,0,0,0,0,1,0,0,0
280,Iron Man Three,"Action,Adventure,Sci-Fi",2013,0.14238924256347454,0.7557283541663983,2.110418677034176,1.7256167751451337,0.8849265830824906,-0.7299932198989435,0.40106221625165644,1,1,1,0,0,0,0,0
281,Now You See Me,"Crime,Mystery,Thriller",2013,-0.565609545707584,1.4856235363268717,0.696398384221182,1.459180916923973,0.09823169096841443,0.24239929083129033,0.5271708755345708,0,0,0,1,0,0,0,1
282,Sherlock Holmes,"Action,Adventure,Crime",2009,-0.15261025254946656,1.8786440190286653,1.2760759309994438,1.486140495859893,0.7854418086828499,0.6891471559868676,0.9159334320825904,1,1,0,0,0,0,0,1
284,The Danish Girl,"Biography,Drama,Romance",2015,0.37838883865382744,-0.42333309393898194,-0.742763044221187,-0.20301415631103847,0.3176253496107333,0.6891471559868676,0.15406318703546468,0,0,0,0,0,1,1,0
285,Hercules,"Action,Adventure",2014,-0.7426092427753488,1.560484580651023,0.28832554632152774,-0.1125377999114022,-0.9282037850030305,0.9235016269696846,-0.9765661720527359,1,1,0,0,0,0,0,0
286,Sucker Punch,"Action,Fantasy",2011,-1.568607829091584,-1.2405661611442986,-0.1934542030555588,0.38401775281548184,-0.1869992407394412,0.5554397592934142,-0.8713306701683731,1,0,0,0,0,0,0,0
287,Keeping Up with the Joneses,"Action,Comedy",2016,-1.5096079300689955,-0.14260417772341524,-0.6715611873199638,-1.1064782167942901,-0.4855014065750636,0.055072659811062526,-1.1818188864718244,1,0,0,0,1,0,0,0
288,Jupiter Ascending,"Action,Adventure,Sci-Fi",2015,-1.1556085359334662,0.4313304954284099,-0.022446457810988203,0.07214328858786824,0.7351149670600102,0.24239929083129033,-1.6645106513133257,1,1,1,0,0,0,0,0
289,Masterminds,"Action,Comedy,Crime",2016,-0.7426092427753488,0.4749994379508316,-0.5994706121906526,-1.1814254763577179,-1.127700871382861,0.055072659811062526,-1.1818188864718244,1,0,0,0,1,0,0,1
291,Busanhaeng,"Action,Drama,Horror",2016,0.7323882327893567,-2.0141302858271937,-1.3297944791633312,-0.6943399519678971,0.26347617245303195,-2.6747782413594114,0.784606483450038,1,0,0,0,0,1,0,0
292,Pitch Perfect,"Comedy,Music,Romance",2012,0.37838883865382744,-0.4794788771820953,0.20304359412983924,0.4923942274918056,-0.07138098816009314,-1.1335725758698958,0.40106221625165644,0,0,0,0,1,0,1,0
293,Neighbors 2: Sorority Rising,Comedy,2016,-0.09361035352687833,0.5872910044370583,0.08469153084246733,-0.5042972861722156,-1.3336000152441327,0.055072659811062526,-1.2818360990065498,0,0,0,0,1,0,0,0
295,Man of Steel,"Action,Adventure,Fantasy",2013,-0.270610050594643,1.0177420093009273,1.6641498102248824,1.6896947194016332,1.4964976393147607,0.5554397592934142,0.2766929867519538,1,1,0,0,0,0,0,0
